epoch,train_loss,train_accuracy,train_auc,train_precision,train_recall,val_loss,val_accuracy,val_auc,val_precision,val_recall
153,0.441943496465683,0.8036311268806458,0.8839375972747803,0.8036311268806458,0.8036311268806458,0.5112058520317078,0.7706572413444519,0.8401520252227783,0.7706572413444519,0.7706572413444519
154,0.4417497515678406,0.8034946322441101,0.8840328454971313,0.8034946322441101,0.8034946322441101,0.5124107003211975,0.7701117992401123,0.839279055595398,0.7701117992401123,0.7701117992401123
155,0.4415624141693115,0.8036994338035583,0.8841080069541931,0.8036994338035583,0.8036994338035583,0.5130266547203064,0.7690209746360779,0.8389425873756409,0.7690209746360779,0.7690209746360779
156,0.4413743317127228,0.8041089177131653,0.8842535018920898,0.8041089177131653,0.8041089177131653,0.5140464305877686,0.7690209746360779,0.8382524847984314,0.7690209746360779,0.7690209746360779
157,0.4411914646625519,0.8041089177131653,0.8843318819999695,0.8041089177131653,0.8041089177131653,0.5132578015327454,0.7701117992401123,0.8388293385505676,0.7701117992401123,0.7701117992401123
158,0.4410087764263153,0.8040406703948975,0.8844400644302368,0.8040406703948975,0.8040406703948975,0.5137535333633423,0.7695664167404175,0.838545560836792,0.7695664167404175,0.7695664167404175
159,0.4408261775970459,0.8043137192726135,0.8845250010490417,0.8043137192726135,0.8043137192726135,0.5148624181747437,0.7687482833862305,0.8377149105072021,0.7687482833862305,0.7687482833862305
160,0.4406600594520569,0.8041089177131653,0.8846343159675598,0.8041089177131653,0.8041089177131653,0.517183780670166,0.767657458782196,0.8361597061157227,0.767657458782196,0.767657458782196
161,0.4404633343219757,0.8043819665908813,0.8847492337226868,0.8043819665908813,0.8043819665908813,0.5147192478179932,0.7679302096366882,0.8379126787185669,0.7679302096366882,0.7679302096366882
162,0.4504867196083069,0.7991945743560791,0.8790866136550903,0.7991945743560791,0.7991945743560791,0.5070767998695374,0.7733842134475708,0.8427603244781494,0.7733842134475708,0.7733842134475708
