epoch,train_loss,train_accuracy,train_auc,train_precision,train_recall,val_loss,val_accuracy,val_auc,val_precision,val_recall
37,0.47618529200553894,0.7871134877204895,0.8635647892951965,0.7871134877204895,0.7871134877204895,0.5260832905769348,0.7731115221977234,0.8290989995002747,0.7731115221977234,0.7731115221977234
38,0.475559264421463,0.7873865365982056,0.8639929890632629,0.7873865365982056,0.7873865365982056,0.5262129902839661,0.772838830947876,0.8290923833847046,0.772838830947876,0.772838830947876
39,0.4749574363231659,0.7876595258712769,0.864323079586029,0.7876595258712769,0.7876595258712769,0.524969756603241,0.7731115221977234,0.8299943208694458,0.7731115221977234,0.7731115221977234
40,0.4743882119655609,0.7877277731895447,0.8646602034568787,0.7877277731895447,0.7877277731895447,0.523724377155304,0.7733842134475708,0.8309385180473328,0.7733842134475708,0.7733842134475708
41,0.4738360643386841,0.787591278553009,0.8650619387626648,0.787591278553009,0.787591278553009,0.5235562920570374,0.7731115221977234,0.831106424331665,0.7731115221977234,0.7731115221977234
42,0.4732879102230072,0.7881373167037964,0.8654003143310547,0.7881373167037964,0.7881373167037964,0.5218937397003174,0.7744750380516052,0.8322572708129883,0.7744750380516052,0.7744750380516052
43,0.4727630913257599,0.7883421182632446,0.8657567501068115,0.7883421182632446,0.7883421182632446,0.5214356780052185,0.7750204801559448,0.832589864730835,0.7750204801559448,0.7750204801559448
44,0.4722578823566437,0.7884786128997803,0.8660480380058289,0.7884786128997803,0.7884786128997803,0.5195416808128357,0.7761112451553345,0.8339376449584961,0.7761112451553345,0.7761112451553345
45,0.4717409908771515,0.7886151075363159,0.8664101362228394,0.7886151075363159,0.7886151075363159,0.5195950269699097,0.7763839364051819,0.8339133262634277,0.7763839364051819,0.7763839364051819
46,0.47127169370651245,0.7891611456871033,0.866672158241272,0.7891611456871033,0.7891611456871033,0.5180321335792542,0.7766566872596741,0.8351185321807861,0.7766566872596741,0.7766566872596741
47,0.4708085358142853,0.7894341945648193,0.8669566512107849,0.7894341945648193,0.7894341945648193,0.5174158215522766,0.7761112451553345,0.8355041742324829,0.7761112451553345,0.7761112451553345
48,0.4703620374202728,0.7893658876419067,0.8672489523887634,0.7893658876419067,0.7893658876419067,0.5173357129096985,0.7744750380516052,0.8355875611305237,0.7744750380516052,0.7744750380516052
49,0.4699149429798126,0.7897754311561584,0.8675150871276855,0.7897754311561584,0.7897754311561584,0.5162556767463684,0.7731115221977234,0.8363451361656189,0.7731115221977234,0.7731115221977234
50,0.4694766700267792,0.7903897166252136,0.8677722811698914,0.7903897166252136,0.7903897166252136,0.5164023637771606,0.7731115221977234,0.8361983895301819,0.7731115221977234,0.7731115221977234
51,0.46905604004859924,0.790253221988678,0.8680427074432373,0.790253221988678,0.790253221988678,0.5174154043197632,0.7733842134475708,0.8354853391647339,0.7733842134475708,0.7733842134475708
52,0.4686259329319,0.7905945181846619,0.8682657480239868,0.7905945181846619,0.7905945181846619,0.5160806179046631,0.772838830947876,0.8364861607551575,0.772838830947876,0.772838830947876
53,0.46822378039360046,0.7906627655029297,0.8685441017150879,0.7906627655029297,0.7906627655029297,0.5167062282562256,0.7722934484481812,0.8360066413879395,0.7722934484481812,0.7722934484481812
54,0.46781784296035767,0.7907992601394653,0.868809163570404,0.7907992601394653,0.7907992601394653,0.5134629011154175,0.773656964302063,0.8383722305297852,0.773656964302063,0.773656964302063
55,0.4674108326435089,0.7910723090171814,0.8690206408500671,0.7910723090171814,0.7910723090171814,0.5136669278144836,0.7731115221977234,0.8382349014282227,0.7731115221977234,0.7731115221977234
56,0.46701934933662415,0.7908675074577332,0.8692930936813354,0.7908675074577332,0.7908675074577332,0.5153194069862366,0.7731115221977234,0.8369920253753662,0.7731115221977234,0.7731115221977234
57,0.46663352847099304,0.7910723090171814,0.8695188760757446,0.7910723090171814,0.7910723090171814,0.5121984481811523,0.7725661396980286,0.8393360376358032,0.7725661396980286,0.7725661396980286
58,0.4662516117095947,0.7906627655029297,0.8697633147239685,0.7906627655029297,0.7906627655029297,0.5137381553649902,0.772838830947876,0.8381224870681763,0.772838830947876,0.772838830947876
59,0.4658665955066681,0.791208803653717,0.8700111508369446,0.791208803653717,0.791208803653717,0.5138499736785889,0.7722934484481812,0.8381415605545044,0.7722934484481812,0.7722934484481812
60,0.46550384163856506,0.7915500402450562,0.8702172636985779,0.7915500402450562,0.7915500402450562,0.5125923156738281,0.772838830947876,0.8389386534690857,0.772838830947876,0.772838830947876
61,0.4651387333869934,0.7920278310775757,0.8704180121421814,0.7920278310775757,0.7920278310775757,0.5121304392814636,0.7733842134475708,0.8392238020896912,0.7733842134475708,0.7733842134475708
62,0.46477508544921875,0.7921643853187561,0.8706693649291992,0.7921643853187561,0.7921643853187561,0.512383222579956,0.7733842134475708,0.839058518409729,0.7733842134475708,0.7733842134475708
63,0.46441635489463806,0.7922326326370239,0.8708809018135071,0.7922326326370239,0.7922326326370239,0.5121464133262634,0.7742023468017578,0.8391655683517456,0.7742023468017578,0.7742023468017578
64,0.4640738368034363,0.7927104234695435,0.8710659146308899,0.7927104234695435,0.7927104234695435,0.5114142894744873,0.7747477293014526,0.8397470712661743,0.7747477293014526,0.7747477293014526
65,0.4637240171432495,0.792573869228363,0.871327817440033,0.792573869228363,0.792573869228363,0.512324869632721,0.7747477293014526,0.8390460014343262,0.7747477293014526,0.7747477293014526
66,0.4633834958076477,0.7925056219100952,0.8714991807937622,0.7925056219100952,0.7925056219100952,0.5134376287460327,0.7731115221977234,0.8382556438446045,0.7731115221977234,0.7731115221977234
67,0.46303996443748474,0.7928469181060791,0.8717036247253418,0.7928469181060791,0.7928469181060791,0.5126524567604065,0.7750204801559448,0.8388159275054932,0.7750204801559448,0.7750204801559448
68,0.46269258856773376,0.7931199073791504,0.8719058632850647,0.7931199073791504,0.7931199073791504,0.5119536519050598,0.7750204801559448,0.8393332958221436,0.7750204801559448,0.7750204801559448
69,0.4623662829399109,0.7931199073791504,0.8721059560775757,0.7931199073791504,0.7931199073791504,0.5122153162956238,0.773656964302063,0.8391296863555908,0.773656964302063,0.773656964302063
70,0.4620337188243866,0.7933929562568665,0.8723157644271851,0.7933929562568665,0.7933929562568665,0.5121766924858093,0.7739296555519104,0.8391897678375244,0.7739296555519104,0.7739296555519104
71,0.46171438694000244,0.793870747089386,0.8725354075431824,0.793870747089386,0.793870747089386,0.5126291513442993,0.7731115221977234,0.8388047218322754,0.7731115221977234,0.7731115221977234
72,0.46138933300971985,0.7940754890441895,0.8727251887321472,0.7940754890441895,0.7940754890441895,0.5114265084266663,0.7739296555519104,0.8396443724632263,0.7739296555519104,0.7739296555519104
73,0.46106788516044617,0.793870747089386,0.8729021549224854,0.793870747089386,0.793870747089386,0.5085383057594299,0.7758385539054871,0.841813325881958,0.7758385539054871,0.7758385539054871
74,0.4607475697994232,0.7942802309989929,0.8731061220169067,0.7942802309989929,0.7942802309989929,0.510540783405304,0.7744750380516052,0.8403151631355286,0.7744750380516052,0.7744750380516052
75,0.4604267477989197,0.7942119836807251,0.8733246326446533,0.7942119836807251,0.7942119836807251,0.510343074798584,0.7761112451553345,0.8405039310455322,0.7761112451553345,0.7761112451553345
76,0.46011871099472046,0.7946897745132446,0.8734652996063232,0.7946897745132446,0.7946897745132446,0.5101631879806519,0.7752931714057922,0.8405890464782715,0.7752931714057922,0.7752931714057922
77,0.45981353521347046,0.7948945760726929,0.8736586570739746,0.7948945760726929,0.7948945760726929,0.5103316307067871,0.7752931714057922,0.8405413627624512,0.7752931714057922,0.7752931714057922
78,0.4595152735710144,0.7946215271949768,0.8738307952880859,0.7946215271949768,0.7946215271949768,0.5093209743499756,0.7755658626556396,0.8411809206008911,0.7755658626556396,0.7755658626556396
79,0.45921027660369873,0.7950993180274963,0.8739689588546753,0.7950993180274963,0.7950993180274963,0.5108280777931213,0.7747477293014526,0.8401007652282715,0.7747477293014526,0.7747477293014526
80,0.4589092433452606,0.7953723073005676,0.8741906881332397,0.7953723073005676,0.7953723073005676,0.509933352470398,0.7752931714057922,0.8408051133155823,0.7752931714057922,0.7752931714057922
81,0.4586160480976105,0.7953723073005676,0.8743578791618347,0.7953723073005676,0.7953723073005676,0.508294403553009,0.7755658626556396,0.8419350385665894,0.7755658626556396,0.7755658626556396
82,0.45832112431526184,0.7954405546188354,0.8745331168174744,0.7954405546188354,0.7954405546188354,0.5094259977340698,0.7758385539054871,0.8411130309104919,0.7758385539054871,0.7758385539054871
83,0.45803365111351013,0.7959865927696228,0.8747009038925171,0.7959865927696228,0.7959865927696228,0.5118082165718079,0.7744750380516052,0.8395041227340698,0.7744750380516052,0.7744750380516052
84,0.45774126052856445,0.7956453561782837,0.8748645782470703,0.7956453561782837,0.7956453561782837,0.5079371929168701,0.7750204801559448,0.8421517610549927,0.7750204801559448,0.7750204801559448
85,0.4574495851993561,0.7957818508148193,0.875024139881134,0.7957818508148193,0.7957818508148193,0.5100756287574768,0.7747477293014526,0.8406786322593689,0.7747477293014526,0.7747477293014526
86,0.45715975761413574,0.7963278889656067,0.8751966953277588,0.7963278889656067,0.7963278889656067,0.5095050930976868,0.773656964302063,0.8409884572029114,0.773656964302063,0.773656964302063
87,0.4568823575973511,0.7959865927696228,0.875357985496521,0.7959865927696228,0.7959865927696228,0.5090413689613342,0.7744750380516052,0.8413640260696411,0.7744750380516052,0.7744750380516052
88,0.4566032588481903,0.7962596416473389,0.8755210041999817,0.7962596416473389,0.7962596416473389,0.508557915687561,0.773656964302063,0.8417090773582458,0.773656964302063,0.773656964302063
89,0.4563329517841339,0.7965326309204102,0.8756738901138306,0.7965326309204102,0.7965326309204102,0.5103451013565063,0.7722934484481812,0.8404305577278137,0.7722934484481812,0.7722934484481812
90,0.4560531973838806,0.7967374324798584,0.8758472800254822,0.7967374324798584,0.7967374324798584,0.5101912021636963,0.772020697593689,0.8404493927955627,0.772020697593689,0.772020697593689
91,0.45579710602760315,0.7959865927696228,0.876019299030304,0.7959865927696228,0.7959865927696228,0.5124247074127197,0.772020697593689,0.8389785289764404,0.772020697593689,0.772020697593689
92,0.45550647377967834,0.7966691851615906,0.8761716485023499,0.7966691851615906,0.7966691851615906,0.5078046321868896,0.7733842134475708,0.8421944379806519,0.7733842134475708,0.7733842134475708
93,0.45523715019226074,0.7967374324798584,0.8763486742973328,0.7967374324798584,0.7967374324798584,0.5088222622871399,0.7731115221977234,0.8414707183837891,0.7731115221977234,0.7731115221977234
94,0.45496833324432373,0.7966691851615906,0.8764879703521729,0.7966691851615906,0.7966691851615906,0.5093011856079102,0.7733842134475708,0.8412199020385742,0.7733842134475708,0.7733842134475708
95,0.45471036434173584,0.796873927116394,0.8766506910324097,0.796873927116394,0.796873927116394,0.5092856884002686,0.7731115221977234,0.8411705493927002,0.7731115221977234,0.7731115221977234
96,0.45444631576538086,0.7970104217529297,0.8767987489700317,0.7970104217529297,0.7970104217529297,0.5088437795639038,0.7731115221977234,0.8414086103439331,0.7731115221977234,0.7731115221977234
97,0.4541853070259094,0.7970786690711975,0.876956582069397,0.7970786690711975,0.7970786690711975,0.5098915696144104,0.7725661396980286,0.8407166600227356,0.7725661396980286,0.7725661396980286
98,0.45392653346061707,0.7974199652671814,0.8770608901977539,0.7974199652671814,0.7974199652671814,0.510736346244812,0.7714753150939941,0.8401302695274353,0.7714753150939941,0.7714753150939941
99,0.45367276668548584,0.797556459903717,0.8772180676460266,0.797556459903717,0.797556459903717,0.5105270147323608,0.7712026238441467,0.8402985334396362,0.7712026238441467,0.7712026238441467
100,0.4534250497817993,0.7976247072219849,0.8773815631866455,0.7976247072219849,0.7976247072219849,0.5120049715042114,0.7714753150939941,0.839301586151123,0.7714753150939941,0.7714753150939941
101,0.45315542817115784,0.797556459903717,0.8775110840797424,0.797556459903717,0.797556459903717,0.5085367560386658,0.7722934484481812,0.841739296913147,0.7722934484481812,0.7722934484481812
102,0.452908992767334,0.7976930141448975,0.8777037262916565,0.7976930141448975,0.7976930141448975,0.509247362613678,0.7725661396980286,0.8411986231803894,0.7725661396980286,0.7725661396980286
103,0.4526561200618744,0.7976930141448975,0.8778358697891235,0.7976930141448975,0.7976930141448975,0.5102540850639343,0.772020697593689,0.840468168258667,0.772020697593689,0.772020697593689
104,0.452435702085495,0.7983072996139526,0.8779500722885132,0.7983072996139526,0.7983072996139526,0.5129883289337158,0.7706572413444519,0.8386159539222717,0.7706572413444519,0.7706572413444519
105,0.4521670937538147,0.7984437942504883,0.8780893683433533,0.7984437942504883,0.7984437942504883,0.5112851858139038,0.7714753150939941,0.8398545980453491,0.7714753150939941,0.7714753150939941
106,0.4519215524196625,0.7981707453727722,0.8781946897506714,0.7981707453727722,0.7981707453727722,0.5104702711105347,0.772838830947876,0.8404646515846252,0.772838830947876,0.772838830947876
107,0.45168665051460266,0.7983072996139526,0.8783801794052124,0.7983072996139526,0.7983072996139526,0.511408269405365,0.772020697593689,0.8397627472877502,0.772020697593689,0.772020697593689
108,0.45143258571624756,0.7985120415687561,0.878529965877533,0.7985120415687561,0.7985120415687561,0.508510947227478,0.7731115221977234,0.8417496085166931,0.7731115221977234,0.7731115221977234
109,0.4512065052986145,0.7985120415687561,0.8786972165107727,0.7985120415687561,0.7985120415687561,0.5093567371368408,0.7731115221977234,0.8411847352981567,0.7731115221977234,0.7731115221977234
110,0.4509682059288025,0.7984437942504883,0.8787637948989868,0.7984437942504883,0.7984437942504883,0.5112520456314087,0.7717480063438416,0.8399263024330139,0.7717480063438416,0.7717480063438416
111,0.45072141289711,0.7987167835235596,0.8789618611335754,0.7987167835235596,0.7987167835235596,0.5076552033424377,0.772838830947876,0.8424004316329956,0.772838830947876,0.772838830947876
112,0.4504867494106293,0.7991945743560791,0.8790866136550903,0.7991945743560791,0.7991945743560791,0.5070767998695374,0.7733842134475708,0.8427603244781494,0.7733842134475708,0.7733842134475708
113,0.4502502381801605,0.7993993759155273,0.8791941404342651,0.7993993759155273,0.7993993759155273,0.5079314112663269,0.772838830947876,0.8422451019287109,0.772838830947876,0.772838830947876
114,0.4500163197517395,0.79885333776474,0.8793678879737854,0.79885333776474,0.79885333776474,0.5092023015022278,0.7722934484481812,0.8412718772888184,0.7722934484481812,0.7722934484481812
115,0.44979262351989746,0.7991263270378113,0.8795180916786194,0.7991263270378113,0.7991263270378113,0.5085214376449585,0.7722934484481812,0.8418188095092773,0.7722934484481812,0.7722934484481812
116,0.4495675563812256,0.7994676232337952,0.879600465297699,0.7994676232337952,0.7994676232337952,0.5086899995803833,0.7725661396980286,0.841741681098938,0.7725661396980286,0.7725661396980286
117,0.44933465123176575,0.7994676232337952,0.8797782063484192,0.7994676232337952,0.7994676232337952,0.509785532951355,0.7722934484481812,0.8410217761993408,0.7722934484481812,0.7722934484481812
118,0.4491141438484192,0.7996041178703308,0.8798948526382446,0.7996041178703308,0.7996041178703308,0.509520947933197,0.7722934484481812,0.8412467241287231,0.7722934484481812,0.7722934484481812
119,0.4488857090473175,0.7998771667480469,0.8800368905067444,0.7998771667480469,0.7998771667480469,0.5093566179275513,0.772020697593689,0.841394305229187,0.772020697593689,0.772020697593689
120,0.44866707921028137,0.7997406125068665,0.8801831603050232,0.7997406125068665,0.7997406125068665,0.5108141303062439,0.7722934484481812,0.8403946161270142,0.7722934484481812,0.7722934484481812
121,0.44844239950180054,0.8001501560211182,0.880282998085022,0.8001501560211182,0.8001501560211182,0.5112087726593018,0.7714753150939941,0.8400295972824097,0.7714753150939941,0.7714753150939941
122,0.44821909070014954,0.800218403339386,0.8804024457931519,0.800218403339386,0.800218403339386,0.5090107917785645,0.7722934484481812,0.8415865898132324,0.7722934484481812,0.7722934484481812
123,0.4479900300502777,0.8006279468536377,0.8805336952209473,0.8006279468536377,0.8006279468536377,0.5101889371871948,0.7712026238441467,0.8407593965530396,0.7712026238441467,0.7712026238441467
124,0.44777819514274597,0.8004232048988342,0.8806990385055542,0.8004232048988342,0.8004232048988342,0.5086351633071899,0.7714753150939941,0.8417365550994873,0.7714753150939941,0.7714753150939941
125,0.4475758373737335,0.8008326888084412,0.8807278871536255,0.8008326888084412,0.8008326888084412,0.5133662223815918,0.7698391079902649,0.8385577201843262,0.7698391079902649,0.7698391079902649
126,0.4473475515842438,0.8007644414901733,0.8809151649475098,0.8007644414901733,0.8007644414901733,0.5093374848365784,0.7703844904899597,0.8413246870040894,0.7703844904899597,0.7703844904899597
127,0.4471299946308136,0.8010374903678894,0.8810235857963562,0.8010374903678894,0.8010374903678894,0.5115237832069397,0.7690209746360779,0.83989018201828,0.7690209746360779,0.7690209746360779
128,0.44693315029144287,0.8013104796409607,0.8811063170433044,0.8013104796409607,0.8013104796409607,0.508845329284668,0.7714753150939941,0.8417434096336365,0.7714753150939941,0.7714753150939941
129,0.44671395421028137,0.8013104796409607,0.8812646865844727,0.8013104796409607,0.8013104796409607,0.5095883011817932,0.7703844904899597,0.8411504030227661,0.7703844904899597,0.7703844904899597
130,0.44649970531463623,0.8015152812004089,0.8813982605934143,0.8015152812004089,0.8015152812004089,0.5096160173416138,0.7703844904899597,0.841181218624115,0.7703844904899597,0.7703844904899597
131,0.4463033080101013,0.8015835285186768,0.8814838528633118,0.8015835285186768,0.8015835285186768,0.5088357329368591,0.7709299325942993,0.8417226672172546,0.7709299325942993,0.7709299325942993
132,0.44607943296432495,0.8014469742774963,0.8816007971763611,0.8014469742774963,0.8014469742774963,0.510252058506012,0.7706572413444519,0.8408070802688599,0.7706572413444519,0.7706572413444519
133,0.44587239623069763,0.8019930124282837,0.8817304968833923,0.8019930124282837,0.8019930124282837,0.5103713274002075,0.7706572413444519,0.8406492471694946,0.7706572413444519,0.7706572413444519
134,0.44567883014678955,0.8013787269592285,0.8817945122718811,0.8013787269592285,0.8013787269592285,0.5132740139961243,0.7703844904899597,0.8386325836181641,0.7703844904899597,0.7703844904899597
135,0.4454694986343384,0.8021978139877319,0.8819478154182434,0.8021978139877319,0.8021978139877319,0.5107395648956299,0.7698391079902649,0.8404126167297363,0.7698391079902649,0.7698391079902649
136,0.44527551531791687,0.8021295666694641,0.8820830583572388,0.8021295666694641,0.8021295666694641,0.5133402347564697,0.7703844904899597,0.8386346101760864,0.7703844904899597,0.7703844904899597
137,0.445056676864624,0.8021978139877319,0.8822041749954224,0.8021978139877319,0.8021978139877319,0.5118449330329895,0.7703844904899597,0.8397244215011597,0.7703844904899597,0.7703844904899597
138,0.4448569118976593,0.8023343086242676,0.8823062777519226,0.8023343086242676,0.8023343086242676,0.5125633478164673,0.7698391079902649,0.8392208814620972,0.7698391079902649,0.7698391079902649
139,0.4446779787540436,0.8024025559425354,0.8823930025100708,0.8024025559425354,0.8024025559425354,0.5091873407363892,0.7709299325942993,0.8414996862411499,0.7709299325942993,0.7709299325942993
140,0.4444645047187805,0.8026073575019836,0.8825038075447083,0.8026073575019836,0.8026073575019836,0.5111844539642334,0.7709299325942993,0.840246319770813,0.7709299325942993,0.7709299325942993
141,0.4442592263221741,0.802539050579071,0.8826335072517395,0.802539050579071,0.802539050579071,0.511504054069519,0.7706572413444519,0.8399720191955566,0.7706572413444519,0.7706572413444519
142,0.44406428933143616,0.8024708032608032,0.8827540874481201,0.8024708032608032,0.8024708032608032,0.5130139589309692,0.7701117992401123,0.8389797806739807,0.7701117992401123,0.7701117992401123
143,0.4438663125038147,0.8026073575019836,0.8828705549240112,0.8026073575019836,0.8026073575019836,0.5139391422271729,0.7692937254905701,0.8382906913757324,0.7692937254905701,0.7692937254905701
144,0.44366344809532166,0.8024025559425354,0.8829886317253113,0.8024025559425354,0.8024025559425354,0.5125116109848022,0.7695664167404175,0.839273989200592,0.7695664167404175,0.7695664167404175
145,0.4434656798839569,0.8024708032608032,0.8830667734146118,0.8024708032608032,0.8024708032608032,0.5134658217430115,0.7690209746360779,0.8385668396949768,0.7690209746360779,0.7690209746360779
146,0.4432785212993622,0.8028803467750549,0.8831577301025391,0.8028803467750549,0.8028803467750549,0.510589599609375,0.7703844904899597,0.8405179977416992,0.7703844904899597,0.7703844904899597
147,0.44307705760002136,0.8029485940933228,0.8832982778549194,0.8029485940933228,0.8029485940933228,0.5110257863998413,0.7703844904899597,0.8403071165084839,0.7703844904899597,0.7703844904899597
148,0.4428905248641968,0.8034263849258423,0.8833878040313721,0.8034263849258423,0.8034263849258423,0.5121853947639465,0.7690209746360779,0.8395231366157532,0.7690209746360779,0.7690209746360779
149,0.4426957964897156,0.8034263849258423,0.8835100531578064,0.8034263849258423,0.8034263849258423,0.5125295519828796,0.7692937254905701,0.839215874671936,0.7692937254905701,0.7692937254905701
150,0.4425010681152344,0.803153395652771,0.8836065530776978,0.803153395652771,0.803153395652771,0.5137919783592224,0.7687482833862305,0.8384065628051758,0.7687482833862305,0.7687482833862305
151,0.44231438636779785,0.8033581376075745,0.8837271332740784,0.8033581376075745,0.8033581376075745,0.5120179057121277,0.7695664167404175,0.8396070003509521,0.7695664167404175,0.7695664167404175
152,0.44212737679481506,0.8034263849258423,0.883838415145874,0.8034263849258423,0.8034263849258423,0.5152881145477295,0.7682029008865356,0.8374273777008057,0.7682029008865356,0.7682029008865356
