epoch,train_loss,train_accuracy,train_auc,train_precision,train_recall,train_f1_score,val_loss,val_accuracy,val_auc,val_precision,val_recall,val_f1_score
18,0.5136867761611938,0.7714227437973022,0.8411737680435181,0.7714227437973022,0.7714227437973022,0.7714226841926575,0.49457603693008423,0.7843244671821594,0.8548700213432312,0.7843244671821594,0.7843244671821594,0.7843244075775146
19,0.511274516582489,0.7725816369056702,0.8424367904663086,0.7725816369056702,0.7725816369056702,0.7725815773010254,0.49298855662345886,0.7854206562042236,0.8554657697677612,0.7854206562042236,0.7854206562042236,0.7854205965995789
20,0.5090746879577637,0.7727861404418945,0.8436505198478699,0.7727861404418945,0.7727861404418945,0.7727860808372498,0.4919110834598541,0.7843244671821594,0.8557960987091064,0.7843244671821594,0.7843244671821594,0.7843244075775146
21,0.5070920586585999,0.7724453210830688,0.8447842597961426,0.7724453210830688,0.7724453210830688,0.7724452614784241,0.4908386468887329,0.7848725914955139,0.8562633395195007,0.7848725914955139,0.7848725914955139,0.7848725318908691
22,0.5051936507225037,0.7738087177276611,0.8458763957023621,0.7738087177276611,0.7738087177276611,0.7738086581230164,0.489676296710968,0.7835023403167725,0.8567677736282349,0.7835023403167725,0.7835023403167725,0.7835022807121277
23,0.5034631490707397,0.7741495966911316,0.8469273447990417,0.7741495966911316,0.7741495966911316,0.7741495370864868,0.4887843430042267,0.7843244671821594,0.8572125434875488,0.7843244671821594,0.7843244671821594,0.7843244075775146
24,0.5018213391304016,0.7750357985496521,0.8479089140892029,0.7750357985496521,0.7750357985496521,0.7750357389450073,0.48783332109451294,0.7851465940475464,0.8576885461807251,0.7851465940475464,0.7851465940475464,0.7851465344429016
25,0.5003283619880676,0.77619469165802,0.8488180041313171,0.77619469165802,0.77619469165802,0.7761946320533752,0.4871317148208618,0.7881611585617065,0.8580232858657837,0.7881611585617065,0.7881611585617065,0.7881610989570618
26,0.49893495440483093,0.7771490812301636,0.8496835827827454,0.7771490812301636,0.7771490812301636,0.7771490216255188,0.4865376651287079,0.7881611585617065,0.8583076000213623,0.7881611585617065,0.7881611585617065,0.7881610989570618
27,0.4975579082965851,0.7770127654075623,0.8504865765571594,0.7770127654075623,0.7770127654075623,0.7770127058029175,0.48588576912879944,0.788435161113739,0.8585691452026367,0.788435161113739,0.788435161113739,0.7884351015090942
28,0.49630752205848694,0.7775580883026123,0.8513399958610535,0.7775580883026123,0.7775580883026123,0.7775579690933228,0.4855401813983917,0.7878870964050293,0.8587287068367004,0.7878870964050293,0.7878870964050293,0.7878870964050293
29,0.4951094090938568,0.7776944637298584,0.852079451084137,0.7776944637298584,0.7776944637298584,0.7776944041252136,0.484874427318573,0.7878870964050293,0.8591846823692322,0.7878870964050293,0.7878870964050293,0.7878870964050293
30,0.493994802236557,0.7776944637298584,0.8527770638465881,0.7776944637298584,0.7776944637298584,0.7776944041252136,0.48458755016326904,0.788435161113739,0.859308660030365,0.788435161113739,0.788435161113739,0.7884351015090942
31,0.49291470646858215,0.7782398462295532,0.8534424304962158,0.7782398462295532,0.7782398462295532,0.7782397866249084,0.484312504529953,0.7878870964050293,0.8594768643379211,0.7878870964050293,0.7878870964050293,0.7878870964050293
32,0.4918980002403259,0.7781716585159302,0.8541300296783447,0.7781716585159302,0.7781716585159302,0.7781715989112854,0.48421528935432434,0.7887092232704163,0.8594229221343994,0.7887092232704163,0.7887092232704163,0.7887092232704163
33,0.49094367027282715,0.7793305516242981,0.8547435402870178,0.7793305516242981,0.7793305516242981,0.7793304920196533,0.48396119475364685,0.7881611585617065,0.8595443964004517,0.7881611585617065,0.7881611585617065,0.7881610989570618
34,0.490031361579895,0.7800122499465942,0.8553363680839539,0.7800122499465942,0.7800122499465942,0.7800121903419495,0.4838031232357025,0.787613034248352,0.8596659898757935,0.787613034248352,0.787613034248352,0.7876129150390625
35,0.48915421962738037,0.7806940078735352,0.8558871150016785,0.7806940078735352,0.7806940078735352,0.7806939482688904,0.48369890451431274,0.7867909073829651,0.859687328338623,0.7867909073829651,0.7867909073829651,0.7867908477783203
36,0.48834845423698425,0.7803531289100647,0.8564140200614929,0.7803531289100647,0.7803531289100647,0.7803531289100647,0.4837265908718109,0.7867909073829651,0.8596307039260864,0.7867909073829651,0.7867909073829651,0.7867908477783203
37,0.48754218220710754,0.7808303236961365,0.8569174408912659,0.7808303236961365,0.7808303236961365,0.7808302044868469,0.4837999939918518,0.7865168452262878,0.8596315979957581,0.7865168452262878,0.7865168452262878,0.7865168452262878
38,0.48678746819496155,0.7808985114097595,0.8574047088623047,0.7808985114097595,0.7808985114097595,0.7808984518051147,0.4839029908180237,0.7859687805175781,0.8595203757286072,0.7859687805175781,0.7859687805175781,0.7859687805175781
39,0.4860830307006836,0.7801486253738403,0.8578374981880188,0.7801486253738403,0.7801486253738403,0.7801485061645508,0.4837234914302826,0.7848725914955139,0.8596003651618958,0.7848725914955139,0.7848725914955139,0.7848725318908691
40,0.48538655042648315,0.7808303236961365,0.8583226799964905,0.7808303236961365,0.7808303236961365,0.7808302044868469,0.4838807284832001,0.7856947183609009,0.8594130277633667,0.7856947183609009,0.7856947183609009,0.7856946587562561
41,0.48471498489379883,0.7815802097320557,0.8587604761123657,0.7815802097320557,0.7815802097320557,0.7815801501274109,0.4840148985385895,0.7856947183609009,0.8593344688415527,0.7856947183609009,0.7856947183609009,0.7856946587562561
42,0.4840696156024933,0.7819892168045044,0.8591675162315369,0.7819892168045044,0.7819892168045044,0.7819891571998596,0.48436081409454346,0.7843244671821594,0.8591033220291138,0.7843244671821594,0.7843244671821594,0.7843244075775146
43,0.48344939947128296,0.7823300957679749,0.8595276474952698,0.7823300957679749,0.7823300957679749,0.7823300361633301,0.4845982789993286,0.7840504050254822,0.8589396476745605,0.7840504050254822,0.7840504050254822,0.7840504050254822
44,0.4828526973724365,0.7827391028404236,0.8599767088890076,0.7827391028404236,0.7827391028404236,0.7827390432357788,0.48476535081863403,0.7843244671821594,0.8588387966156006,0.7843244671821594,0.7843244671821594,0.7843244075775146
45,0.48228639364242554,0.7828072905540466,0.8603312373161316,0.7828072905540466,0.7828072905540466,0.7828072309494019,0.48497655987739563,0.7843244671821594,0.8586912155151367,0.7843244671821594,0.7843244671821594,0.7843244075775146
46,0.4817276895046234,0.7832844853401184,0.8606666922569275,0.7832844853401184,0.7832844853401184,0.7832844257354736,0.4853016138076782,0.7832282781600952,0.8584403991699219,0.7832282781600952,0.7832282781600952,0.7832282185554504
47,0.4812062084674835,0.7837616801261902,0.8610483407974243,0.7837616801261902,0.7837616801261902,0.7837616205215454,0.4854985177516937,0.7832282781600952,0.8582956790924072,0.7832282781600952,0.7832282781600952,0.7832282185554504
48,0.4806783199310303,0.7840343713760376,0.8613588809967041,0.7840343713760376,0.7840343713760376,0.7840343117713928,0.4859887957572937,0.7826802134513855,0.8580088019371033,0.7826802134513855,0.7826802134513855,0.7826802134513855
49,0.4801698327064514,0.7838298678398132,0.8616911768913269,0.7838298678398132,0.7838298678398132,0.7838298082351685,0.4863821566104889,0.7815840244293213,0.857703685760498,0.7815840244293213,0.7815840244293213,0.7815839648246765
50,0.47967809438705444,0.7840343713760376,0.8619712591171265,0.7840343713760376,0.7840343713760376,0.7840343117713928,0.4866762161254883,0.7815840244293213,0.8574156165122986,0.7815840244293213,0.7815840244293213,0.7815839648246765
51,0.47918900847435,0.784238874912262,0.8623109459877014,0.784238874912262,0.784238874912262,0.7842387557029724,0.48697948455810547,0.7815840244293213,0.8572802543640137,0.7815840244293213,0.7815840244293213,0.7815839648246765
52,0.4787295162677765,0.784307062625885,0.862572193145752,0.784307062625885,0.784307062625885,0.7843070030212402,0.48736095428466797,0.7815840244293213,0.856978178024292,0.7815840244293213,0.7815840244293213,0.7815839648246765
53,0.47827139496803284,0.7846478819847107,0.8628988265991211,0.7846478819847107,0.7846478819847107,0.7846478223800659,0.48772814869880676,0.7815840244293213,0.8566649556159973,0.7815840244293213,0.7815840244293213,0.7815839648246765
54,0.4778226613998413,0.7849205732345581,0.8631345629692078,0.7849205732345581,0.7849205732345581,0.7849205136299133,0.48801055550575256,0.7804877758026123,0.8565001487731934,0.7804877758026123,0.7804877758026123,0.7804876565933228
55,0.47739067673683167,0.7851932644844055,0.8634330034255981,0.7851932644844055,0.7851932644844055,0.7851932048797607,0.4883092939853668,0.7796656489372253,0.8563884496688843,0.7796656489372253,0.7796656489372253,0.7796655893325806
56,0.47696882486343384,0.7856022715568542,0.8636634349822998,0.7856022715568542,0.7856022715568542,0.7856022119522095,0.48846688866615295,0.7804877758026123,0.8562272787094116,0.7804877758026123,0.7804877758026123,0.7804876565933228
57,0.47655248641967773,0.7856022715568542,0.8639179468154907,0.7856022715568542,0.7856022715568542,0.7856022119522095,0.4888923466205597,0.7793915867805481,0.8559784889221191,0.7793915867805481,0.7793915867805481,0.7793915271759033
58,0.4761282205581665,0.7861476540565491,0.864201009273529,0.7861476540565491,0.7861476540565491,0.7861475348472595,0.4894709289073944,0.7785694599151611,0.8555711507797241,0.7785694599151611,0.7785694599151611,0.7785694003105164
59,0.47572755813598633,0.7861476540565491,0.8644536137580872,0.7861476540565491,0.7861476540565491,0.7861475348472595,0.48989036679267883,0.7777473330497742,0.85528564453125,0.7777473330497742,0.7777473330497742,0.7777473330497742
60,0.47533130645751953,0.7863521575927734,0.8646983504295349,0.7863521575927734,0.7863521575927734,0.7863520979881287,0.4901723861694336,0.7788435220718384,0.8550273180007935,0.7788435220718384,0.7788435220718384,0.7788434624671936
61,0.4749452769756317,0.7868293523788452,0.8649448156356812,0.7868293523788452,0.7868293523788452,0.7868292927742004,0.49052923917770386,0.7777473330497742,0.8548840284347534,0.7777473330497742,0.7777473330497742,0.7777473330497742
62,0.47455835342407227,0.7871702313423157,0.865180492401123,0.7871702313423157,0.7871702313423157,0.7871701717376709,0.4909796416759491,0.7771992087364197,0.8545687198638916,0.7771992087364197,0.7771992087364197,0.7771991491317749
63,0.4741915762424469,0.7878519296646118,0.8654046058654785,0.7878519296646118,0.7878519296646118,0.787851870059967,0.4915684163570404,0.7769252061843872,0.8541253805160522,0.7769252061843872,0.7769252061843872,0.7769251465797424
64,0.473823219537735,0.7879882454872131,0.8656666278839111,0.7879882454872131,0.7879882454872131,0.7879881858825684,0.4916802644729614,0.7761030197143555,0.854019284248352,0.7761030197143555,0.7761030197143555,0.7761029005050659
65,0.47346004843711853,0.7883291244506836,0.8658328056335449,0.7883291244506836,0.7883291244506836,0.7883290648460388,0.49212244153022766,0.7752808928489685,0.8537029027938843,0.7752808928489685,0.7752808928489685,0.7752808332443237
66,0.4730992913246155,0.7890790104866028,0.866055965423584,0.7890790104866028,0.7890790104866028,0.789078950881958,0.49243471026420593,0.7752808928489685,0.8535900115966797,0.7752808928489685,0.7752808928489685,0.7752808332443237
67,0.4727509915828705,0.788601815700531,0.8663233518600464,0.788601815700531,0.788601815700531,0.7886017560958862,0.4928569495677948,0.7752808928489685,0.8532745838165283,0.7752808928489685,0.7752808928489685,0.7752808332443237
68,0.47240880131721497,0.7889426946640015,0.8665176630020142,0.7889426946640015,0.7889426946640015,0.7889426350593567,0.49318432807922363,0.7752808928489685,0.8529708385467529,0.7752808928489685,0.7752808928489685,0.7752808332443237
69,0.47206100821495056,0.7892153263092041,0.8667139410972595,0.7892153263092041,0.7892153263092041,0.7892152667045593,0.49379613995552063,0.7752808928489685,0.8525450825691223,0.7752808928489685,0.7752808928489685,0.7752808332443237
70,0.4717201590538025,0.7896243929862976,0.8669299483299255,0.7896243929862976,0.7896243929862976,0.7896243333816528,0.4936126470565796,0.7752808928489685,0.8527506589889526,0.7752808928489685,0.7752808928489685,0.7752808332443237
71,0.4713950753211975,0.7895562052726746,0.8671272993087769,0.7895562052726746,0.7895562052726746,0.7895561456680298,0.49407926201820374,0.7747328281402588,0.8523867726325989,0.7747328281402588,0.7747328281402588,0.774732768535614
72,0.4710569977760315,0.7901697754859924,0.8673083782196045,0.7901697754859924,0.7901697754859924,0.7901696562767029,0.4947757422924042,0.7736366391181946,0.8519136905670166,0.7736366391181946,0.7736366391181946,0.7736365795135498
73,0.4707310199737549,0.7903060913085938,0.8674992918968201,0.7903060913085938,0.7903060913085938,0.790306031703949,0.4945123791694641,0.773910641670227,0.8520669937133789,0.773910641670227,0.773910641670227,0.7739105820655823
74,0.47040921449661255,0.7902379035949707,0.8677036166191101,0.7902379035949707,0.7902379035949707,0.7902378439903259,0.49520036578178406,0.7741847038269043,0.8516724109649658,0.7741847038269043,0.7741847038269043,0.7741846442222595
75,0.47007960081100464,0.7896243929862976,0.8678908348083496,0.7896243929862976,0.7896243929862976,0.7896243333816528,0.49517714977264404,0.773910641670227,0.8516228199005127,0.773910641670227,0.773910641670227,0.7739105820655823
76,0.46976783871650696,0.7905787825584412,0.8680806756019592,0.7905787825584412,0.7905787825584412,0.7905786633491516,0.49536797404289246,0.7741847038269043,0.8516424894332886,0.7741847038269043,0.7741847038269043,0.7741846442222595
77,0.4694517254829407,0.7899652123451233,0.868308424949646,0.7899652123451233,0.7899652123451233,0.7899651527404785,0.4959191679954529,0.7733625769615173,0.8512194156646729,0.7733625769615173,0.7733625769615173,0.7733625173568726
78,0.4691426157951355,0.7901697754859924,0.8685082197189331,0.7901697754859924,0.7901697754859924,0.7901696562767029,0.4961555302143097,0.773910641670227,0.8510095477104187,0.773910641670227,0.773910641670227,0.7739105820655823
79,0.4688292145729065,0.7903060913085938,0.8686563968658447,0.7903060913085938,0.7903060913085938,0.790306031703949,0.4964090585708618,0.7730885148048401,0.8508443236351013,0.7730885148048401,0.7730885148048401,0.7730884552001953
80,0.46852073073387146,0.7905105948448181,0.868844747543335,0.7905105948448181,0.7905105948448181,0.7905105352401733,0.4968346655368805,0.7728144526481628,0.8506802320480347,0.7728144526481628,0.7728144526481628,0.7728143930435181
81,0.46823108196258545,0.7903742790222168,0.8690688610076904,0.7903742790222168,0.7903742790222168,0.790374219417572,0.49725353717803955,0.7728144526481628,0.8502286076545715,0.7728144526481628,0.7728144526481628,0.7728143930435181
82,0.4679240882396698,0.7903060913085938,0.8692216277122498,0.7903060913085938,0.7903060913085938,0.790306031703949,0.4971708059310913,0.7722663879394531,0.8504745364189148,0.7722663879394531,0.7722663879394531,0.7722663283348083
83,0.4676302671432495,0.7902379035949707,0.8694276213645935,0.7902379035949707,0.7902379035949707,0.7902378439903259,0.4976784288883209,0.7728144526481628,0.8500381708145142,0.7728144526481628,0.7728144526481628,0.7728143930435181
84,0.4673502743244171,0.7909196019172668,0.8695859313011169,0.7909196019172668,0.7909196019172668,0.7909196019172668,0.49795544147491455,0.7714442610740662,0.8499023914337158,0.7714442610740662,0.7714442610740662,0.7714442610740662
85,0.46704256534576416,0.7907150983810425,0.8697865605354309,0.7907150983810425,0.7907150983810425,0.7907150387763977,0.49775275588035583,0.7733625769615173,0.8500601053237915,0.7733625769615173,0.7733625769615173,0.7733625173568726
86,0.46675238013267517,0.7908514738082886,0.869962751865387,0.7908514738082886,0.7908514738082886,0.7908514738082886,0.49848535656929016,0.7730885148048401,0.8495437502861023,0.7730885148048401,0.7730885148048401,0.7730884552001953
87,0.4664589762687683,0.7909196019172668,0.8701418042182922,0.7909196019172668,0.7909196019172668,0.7909196019172668,0.4985216557979584,0.7730885148048401,0.8496151566505432,0.7730885148048401,0.7730885148048401,0.7730884552001953
88,0.46618905663490295,0.791669487953186,0.8702717423439026,0.791669487953186,0.791669487953186,0.7916694283485413,0.4990676939487457,0.7725404500961304,0.8491063117980957,0.7725404500961304,0.7725404500961304,0.7725403904914856
89,0.46590569615364075,0.7913967967033386,0.8704914450645447,0.7913967967033386,0.7913967967033386,0.7913967967033386,0.49866968393325806,0.7730885148048401,0.8494876623153687,0.7730885148048401,0.7730885148048401,0.7730884552001953
90,0.46561965346336365,0.7922148704528809,0.8706336617469788,0.7922148704528809,0.7922148704528809,0.7922148704528809,0.4988205134868622,0.7741847038269043,0.8494062423706055,0.7741847038269043,0.7741847038269043,0.7741846442222595
91,0.46533411741256714,0.7922830581665039,0.8708423376083374,0.7922830581665039,0.7922830581665039,0.7922829985618591,0.49924883246421814,0.7744587659835815,0.8491157293319702,0.7744587659835815,0.7744587659835815,0.7744587063789368
92,0.46506059169769287,0.7924193739891052,0.8710370063781738,0.7924193739891052,0.7924193739891052,0.7924192547798157,0.49897459149360657,0.7750068306922913,0.8493722677230835,0.7750068306922913,0.7750068306922913,0.7750067710876465
93,0.46477746963500977,0.792896568775177,0.8711774349212646,0.792896568775177,0.792896568775177,0.792896568775177,0.499447226524353,0.7752808928489685,0.8490043878555298,0.7752808928489685,0.7752808928489685,0.7752808332443237
94,0.4645141661167145,0.7928284406661987,0.8713389039039612,0.7928284406661987,0.7928284406661987,0.792828381061554,0.4992493987083435,0.7755549550056458,0.8492783904075623,0.7755549550056458,0.7755549550056458,0.775554895401001
95,0.4642389416694641,0.7926920652389526,0.8715034127235413,0.7926920652389526,0.7926920652389526,0.7926920056343079,0.5000648498535156,0.7736366391181946,0.8487151861190796,0.7736366391181946,0.7736366391181946,0.7736365795135498
96,0.4639699459075928,0.7929647564888,0.8716761469841003,0.7929647564888,0.7929647564888,0.7929646968841553,0.49995049834251404,0.7744587659835815,0.8487884998321533,0.7744587659835815,0.7744587659835815,0.7744587063789368
97,0.4637019634246826,0.7931692600250244,0.8718163967132568,0.7931692600250244,0.7931692600250244,0.7931692004203796,0.5000082850456238,0.7744587659835815,0.848839521408081,0.7744587659835815,0.7744587659835815,0.7744587063789368
98,0.4634501338005066,0.7931010723114014,0.871967613697052,0.7931010723114014,0.7931010723114014,0.7931010127067566,0.5006194114685059,0.773910641670227,0.8484954237937927,0.773910641670227,0.773910641670227,0.7739105820655823
99,0.4631752371788025,0.7933056354522705,0.872158408164978,0.7933056354522705,0.7933056354522705,0.7933055758476257,0.5006893277168274,0.7747328281402588,0.8483741283416748,0.7747328281402588,0.7747328281402588,0.774732768535614
100,0.4629228115081787,0.7935782670974731,0.8722991347312927,0.7935782670974731,0.7935782670974731,0.7935782074928284,0.5011581778526306,0.7752808928489685,0.8480679988861084,0.7752808928489685,0.7752808928489685,0.7752808332443237
101,0.4626515209674835,0.7935782670974731,0.8725126385688782,0.7935782670974731,0.7935782670974731,0.7935782074928284,0.5004266500473022,0.7744587659835815,0.8486711382865906,0.7744587659835815,0.7744587659835815,0.7744587063789368
102,0.4787294864654541,0.784307062625885,0.862572193145752,0.784307062625885,0.784307062625885,0.7843070030212402,0.48736095428466797,0.7815840244293213,0.856978178024292,0.7815840244293213,0.7815840244293213,0.7815839648246765
